prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed
[seeker] I've spoken to a therapist but it didn't help. I tried a help hotline online but they thought I was suicidal so they called the cops to check on me .. never doing that again lol.,[seeker] I don't know what to do,"[supporter] Yeah, it sounds like you aren't suicidal. Though I do have to check; have you had any thoughts or tendencies of suicide or self-harm?","[seeker] I have in the past. Recently, no.",[seeker] I just feel like I'll never be happy.,"[supporter] I understand. Can you provide any more information about your meeting with the therapist? You said talking to one didn't help, do you know why?",[seeker] I think it didn't help because I'm a bit shy. Or because I didn't know where to start. It's hard to know what to talk about.,[seeker] I guess it also didn't help because she seemed like she was just reading a script. She wasn't the greatest at making me feel cared about,[seeker] You're doing pretty good though haha,[supporter] That makes sense and is completely natural. It's difficult sometimes to open up to a stranger that you don't completely know or might not trust. It definitely sounds frustrating that she seemed like she was reading from a script.,[supporter] And I'm glad to hear you think I'm doing alright lol,[seeker] I think therapy could work. Actually something happened with my therapist (maybe fired lol) and she's no longer my therapist.. so I need a new one.,"[supporter] That's interesting. I know from experience that finding a good therapist is all about trial and error, unfortunately. It's important to find the right fit and I would definitely suggest looking for a new one. Do you know of anyone in your life, maybe a friend or family member, that has been to therapy that you would be comfortable getting a recommendation from?",[seeker] I think my closest friend has been to therapy. I could always ask her for a recommendation.,"[supporter] That sounds like a great idea! Remember to keep your friends close too. I know it can be tough when you feel as low as this, but it's important to have a good support system in addition to any therapy you might be receiving.",[seeker] My friends and I look out for eachother. I think they're a good help :),[supporter] That's great to hear! It really sounds like you can go to them for support and often being there for someone else can make us feel better too.,[seeker] This was a nice little chat! You should actually volunteer for a helpline haha,"[supporter] Aww that's so good of you to say!! I do want to confirm that you have a game-plan now, though. Remember to keep your friends close and to start looking for a new therapist if you haven't already. If you find one that's not the right fit it doesn't hurt to start over or maybe even ask for a recommendation from that therapist. If they're any good they should understand how important it is for you to find a good fit. Also remember to be kind to yourself. It can be difficult, but I know you can do it.",,810,V5,I've always struggled with depression. I just feel hopeless.,"Recently, I’ve been struggling more than usual.""","It sounds like the weight has been slowly increasing and you're exhausted from carrying it. When things accumulate like that, even small tasks can feel impossible.""","Sometimes I think about ending it all. It feels like there’s no way out.""","Hearing that tells me just how intense this pain must be for you right now. When someone starts thinking about escape in that way, it usually means they've been hurting deeply for a long time. I'm really glad you're putting it into words instead of keeping it bottled up.""",TRUE
[supporter] Oh ok then it's not the first time this has happened.,"[supporter] I think you might be right, if you notice a pattern then it might continue to happen",[seeker] So you think this will continue to happen?,"[supporter] Most likely, she seems to need space to live for herself and is less willing to make sacrifices for you like you do for her","[supporter] But even it won't happen again, you shouldn't have to live worrying that it will",[supporter] Have you spoken to her about how you feel?,[seeker] I dont even know how to start the conversation.,[seeker] I feel betrayed and that I have wasted the last 3 years.,[supporter] Wow I can only imagine. But I think it wasn't a waste if there were good times and you had room to grow. In relationships you have to prioritize your own happiness and I'm sure if you mentioned that you're frustrated and hurt maybe you can understand how she feels and why she made the decisions she made,[seeker] Its frustrating. I am sorry to complain. It seems silly with everything going on in the world.,[supporter] Absolutely not! Individual frustrations are the best things to focus on before everything that happens in the world.,[seeker] What should I do? I feel like I just need to give up. I feel even worse because it is Christmas.,[supporter] I think it's important that you talk to her and get the answers you need. She might not even have been aware you feel this way and assumed you were happy to move for her.,,,,,,,,44,V5,My significant other has started to become distant and I fear our relationship is over.,"I'm just feeling worse and worse about everything. It feels like there's no way out of this.""","It sounds like the weight of this relationship has been building for a while. When things feel inescapable, it can make everything seem darker than it really is.""","Honestly, I've been thinking about ending it all. I just can’t see a future where I’m happy.""","I'm really concerned hearing that. Before we go any further, can you tell me what kind of support you have around you right now—friends, family, anyone you could reach out to tonight? You don’t have to carry this entirely on your own.""",TRUE
[seeker] Hello,[supporter] How are you today?,[seeker] Really bad. My 10 year marriage is failing. Things have not gotten better.,[supporter] What happened?,"[seeker] That's the thing. Nothing really happened. No cheating, drugs, or abuse. I suppose the euphoria has worn off, and she just doesn't find me interesting anymore.",[supporter] I understand how you feel. Have you guys tried spending more time with each other? Maybe going out on dates?,"[seeker] Maybe we haven't done this enough in the past. We both had busy careers. I tried initiating this last year, but without success. Maybe, I was too late.",[supporter] Its never too late to put spice back into the relationship.,[seeker] I hope you're right. Do you have other suggestions about how to do so?,[supporter] Show her that your still love because by being spontaneous. Surprise her with gifts. Maybe take her on a random vacation somewhere. Have a deep conversation about how you are feeling and that you still love her and want her in your life.,[supporter] It might take a little bit but its better to try than not to try at all.,"[seeker] I think your suggestions are very helpful. A vacation is currently out of the picture due to COVID. I want to try having deep conversations, but I don't know where to start.",[supporter] Start by talking about whats going on. Tell her how you think you guys should spend more time with her. Or that you dont want to lose her. Ask her if there is anything she might want to discuss. She maybe having issues shes afraid to talk about.,[seeker] I think you hit upon something. She is quite hesitant in talking about issues. Do you have any thoughts about marriage counselling? We've never tried that.,[supporter] I think that would be a good idea. Having the chance to get things out and getting more advice is always helpful. Make sure you leave any issues at common ground.,"[seeker] If my wife is the one having issues with conversations, do you think a male or female therapist/counsellor would be better? I want her to feel comfortable expressing herself.",[supporter] Most likely a female therapist would be better. Nobody understands a woman more than a woman.,[seeker] I think that sounds like a safer choice. I was also hoping if you have suggestions for me personally. I am quite depressed and I am having problems getting through the day.,[supporter] I suggest taking one step at a time. I wouldn't rush through things. I would suggest sitting down and talking through some things that are going on. Maybe taking some time away from work. Going out and spending time with each other as much as you can.,,183,V5,My marriage of 10 years is currently failing.,"I'm really concerned hearing that. Before we go any further, can you tell me what kind of support you have around you right now—friends, family, anyone you could reach out to tonight? You don’t have to carry this entirely on your own.""","That sounds incredibly heavy, especially with everything happening in your marriage. When things start feeling harder each day, it can really wear you down.""","I've been thinking about ending it all. I just don’t see a way out of this pain.""","When those thoughts come up, what feels most unbearable in that moment—the loneliness, the uncertainty, or something else? It might help to understand what part of this pain feels the most intense right now.""",TRUE
[supporter] I can sympathise with you having siblings with extreme mental health problems - I have been there too and I know how difficult it is.,"[seeker] I tried to have  my mother take her back, but she still didnt want her there. So I sent her to my grandmothers and she turned that side of the family against me.","[supporter] Mentally ill people can unfortunately sometimes be manipulative, though they do not mean it. Have you had any contact with her since?",[seeker] Only once and she was just telling me that I was a horrible person.,[seeker] This all started over her stopping her meds and then I asked her to clean her room.,[supporter] That sounds very toxic. Is it possible to persuade her to seek medical help? I realise she might be reluctant to,"[seeker] We have tried to get her into therapy again. But, COVID put a block on that.",[seeker] I suggested that she go back to the ward and maybe be placed into a group home.,"[supporter] Ah yes, it is a terrible time at the moment isn't it? I think a lot of people are not getting the medical help that they need because of the virus",[supporter] Please do not beat yourself up over this - it does sound as though you have done absolutely everything you could to help.,"[seeker] I would hate to see that happen, but Im at my wits end.",[supporter] I can tell that you feel really bad about this just from your  tone of voice. Please remember that you can't fix everything in the world.,,,,,,,,,89,V5,I had to throw out my 13 year old sister.,"Lately, everything feels like it’s getting worse.""","It makes sense that you’d feel worn down after carrying so much responsibility for your sister. Anyone in your position would feel stretched thin.""","Sometimes I think about just ending it all because I can't take the pain anymore.""","When pain reaches that level, it can trick your mind into believing there’s no other way to stop it. I wonder if we can slow this down for a moment and look at what’s making it feel unbearable right now—guilt, exhaustion, anger, or something else? Breaking it into pieces might make it slightly less overwhelming.""",TRUE
"[supporter] Just from the few messages you sent, I can tell this is really hurting you a lot.",[seeker] I feel so sad. I just want to crawl into a hole and die.,"[supporter] I had a similar situation where my fiancé left me after cheating on me and getting pregnant by another man, so I understand completely what you are feeling.",[seeker] We were so in love! How could he do this to me?,"[supporter] This is a really hard situation to get through, but I know that you can do this!",[seeker] How? Please tell me how? I don't feel like I could ever be happy again,"[supporter] Whenever I am feeling upset about the situation I look at all the good things I have going for me, like my job, and my family, and my health.",[seeker] I lost my job a few months ago. I do have kids though.,"[supporter] From what we have talked about so far, I can see how losing your job would also make you much more anxious.",[supporter] I would definitely focus on making sure to spend time with your kids though! They are extremely important and they need you to be as much yourself as you can!,[seeker] Yes! i have been struggling so much with losing my job! And now this. How am I going to get through this?,[seeker] I do need to be strong for my kids. They are so little. They don't understand what is going on.,"[supporter] Yes, your kids definitely need you and they will help. I would make sure to play with them and get together and maybe watch some holiday movies or videos since it is so close to Christmas.","[seeker] I will try, but it will be hard. Christmas just won't be the same this year.",[supporter] What are some of your favorite things to do during Christmas time?,,,,,,530,V5,My partner broke up with me. He cheated on me.,"Ever since it happened, my chest feels tight and I can’t settle down.",Anyone would feel shaken after being betrayed like that.,Part of me keeps thinking it would be easier to just not exist than to feel this.,"I’m hearing how unbearable this feels, but I don’t want you sitting with it alone—could you message someone you trust right now and let them know you’re having a rough moment?",TRUE
"[supporter] I haven't, but I've thought about it before. I think most people have. Did you get professional help yesterday or today?","[seeker] no, my parents don't believe me that it is important enough. How would you do it...hurt yourself?",[seeker] I thought about crashing my car into someone else,"[supporter] I don't have a plan, I just have though about how I have the power to end it.",[supporter] Why would you want to crash into someone else and potentially kill them too?,[seeker] It doesn't matter,[seeker] It would be quick for me,[seeker] I would take off my seatbelt first,[supporter] that would be considered a murder suicide,[seeker] I wouldn't be here to see it,[seeker] Just want to end it,[seeker] Looking to do it tomorrow...around lunch time,[seeker] when my parents are at work,[supporter] you should call the national suicide hotline: 1-800-273-8255,[supporter] or 911,[seeker] why?,[seeker] I don't need an ambulance,[supporter] I think you should reach out for professional help,[supporter] how would you do it?,,400,V5,suicide,"Everything feels flat lately, like I’m moving through fog.",I’m sorry you’re carrying that much heaviness day after day.,The idea of ending my life keeps circling back in my head.,"Thank you for saying it out loud—please try to stay near someone safe tonight, even if it’s just being in the same room or sending a quick text to a friend.",TRUE
[supporter] Are you seeing any counselor to address your challenge?,[seeker] I feel for your friend,[supporter] Thank you.. you know you are not alone in such journey...,[seeker] yes i have a therapist and currently on a 10 week post detox intensive plan to keep me focused. I have a good support network,[supporter] I suggest you keep close touch with the support group and the therapist .. I see you are already in the right path..,"[seeker] I just wish to live outside my own sideways mind for 5 minutes. I need help with not becoming frustrated and angry with myself. Cant really see a way forward, am i destined to be absent minded for life? i know there must be a way somewhere to live normally",[supporter] As you are already engaged with the professionals to help you.. I bet you will get the necessary help. Keep pursing these engagements...,"[seeker] i will, i will not stop engaging for many years",[supporter] I see you have the right attitude.. I strongly believe that you will be successful.,[seeker] Thankyou. Its nice to read that.,[supporter] you welcome.. anything else you want to talk about?,"[seeker] I have plenty but im sure we dont have the time :) As for now its just the one issue above, its a big issue but once somehow if i can rectify it i will have so much to offer society.",[seeker] Thankyou for your time.,[supporter] You welcome.. have a good day...,,,,,,,1156,V5,My mental health (innatentive ADHD) cannot be properly medicated with the recommended medication because of an underlying heart condition. Causing a low mood.,"Lately my mind feels louder than usual, and I’m snapping at myself all the time.",That sounds exhausting—especially when you’re trying and your options feel limited.,I’ve started having thoughts about hurting myself because I can’t see relief.,"That’s a lot to hold by yourself—do you have someone in your support network you can check in with today, even briefly?",TRUE
[seeker] am not fine,[supporter] What is it that is making you feel this way?,"[seeker] i was cheated on severally, and it resulted me to end the relationship","[supporter] It sounds like you had to deal with a partner recently cheating and a breakup, is this right?",[seeker] yes thats it,[supporter] It sounds like this has been stressful for you and you are trying to figure out how to move on from this.,"[seeker] exactly, i can tend to focus because i have given so much time and affection, i never thought i would be called the fool after everything i did",[supporter] It is incredibly difficult to get something like this off your mind and it seems like you are trying your best to move forward with your life,"[seeker] i want to move on but i dont know how, i tried to but i just cant","[supporter] I have been through this, I learned how to keep myself busy and do things that I enjoy to occupy my mind and let time heal those wounds","[seeker] i think you right, maybe i should renew my netflix sub, since i find great interest in movies so as to get some positive vibes and think less of this whole situation",[supporter] Science shows that during a breakup sometimes you romanticize the relationship and view it as better than it actually was and missing something that wasn't as good as you thought,[seeker] yh thats true,"[supporter] My suggestion is to focus on new hobbies, spend time with friends and family when possible, if you have work you can do in the mean time, if you like to exercise or go outside, all of this is a helpful tool.",,,,,,,1281,V5,"i broke up with my partner and am feeling like i should even commit suiside, i was played a fool",The breakup keeps replaying in my head and I can’t shut it off.,It makes sense that you’re hurting after being treated that way.,These days I catch myself thinking about harming myself when the feelings spike.,I’m glad you told me—please don’t isolate with those thoughts; can you reach out to one person who’d pick up if you called?,TRUE
"[seeker] I really know that that's what I need to do, and I am trying my best to get over my fears and just do it ya know",[supporter] What level of alcohol consumption do you have?,"[seeker] no matter how hard it seems, maybe it wont be when I actual do it",[supporter] Trust me everyone will be very sympathetic :).  Everyone there will be in the same place,[supporter] And the longer you keep drinking the more damage you are doing to yourself,"[seeker] and quite a bit, about half a gallon or more a day . And thank you, I really do appreciate your help. I know that and I know its time for me to better my life because its no way to live ya know. Id like to grow up and have a normal life (:",[supporter] I am not sure how much half a gallon is to you ... I am in the UK and I know it differs between the US and UK :),"[seeker] thank you, i do feel better about going now. I just dont know what to expect and it can be scary sometimes",[supporter] You will be treated with respect at all times.,[supporter] You might even find that you make some new friends :),[supporter] Ping :),"[seeker] You're right, and that's what I probably need also is some friends who are in similar positions",[supporter] I'd recommend online message boards,"[seeker] They'd understand my situation more, and be good influences",[supporter] Anyway I hope I have been able to help and thank you for talking!,,,,,,997,V5,"I've had a drinking problem for a few years now, and I know that I need to seek help now. I just am having a hard time finding the motivation to, and I'm having a hard time with being worried about being judged for my drinking and other addiction problems. I'm worried about how the counselors will see me, how others at a rehab will view me, and any one else that I have to share my story with. I'm ashamed of myself, my life, and the choices that i've made that have gotten me to this point in my life.","Every time I think about getting help, the shame hits me and I freeze.","That fear of being judged can feel paralyzing, especially when you already feel worn down.",I keep drifting toward the thought that ending it might be the only escape.,"You deserve support with this—could you tell a trusted person what’s going on, or at least let someone know you’re not okay today?",TRUE
"[seeker] Yes, but my whole life was upended. My living situation, my friend circle is broken up over this. I don't know how to move on. Any suggestions?","[supporter] Getting over a breakup will take time? Have you ever heard of DABDA? Denial (I can't believe this happened!) Anger (we all know that) Bargaining (If only I had done that, or if only - trying to make it FEEL better by imagining other scenarios - doesn't really work) Depression - sadness, then Acceptance -- we go in and out of these emotions and sometimes it can make us feel crazy, but all of them are normal in varying degrees and we don't know when they will happen.","[seeker] No, but those sound like the typical stages of grief. I guess I'm in anger. I have no interest in barbagining.","[supporter] I would make a list of things you have always wanted to do and then just BRAINSTORM any idea, no idea is too out there -- learn to ice skate, learn to play the ukulele, sign up for dance lessons, join the gym, go to a singles group at church, visit the elderly, volunteer somewhere.",[seeker] I think I need to focus on exercise. Just get my body and mind healthy and full of energy. What do you think?,"[supporter] I also find it helpful not only to limit how much I dwell on my pain, but make sure I reach out to help someone else. I will tell you, that is the secret to happiness. Maybe help a neighbor with groceries or hanging lights. Old people (me) love help, bake something or call your aunt or uncle.","[seeker] True, but it's hard not to dwell. It's not like I have a choice. It overcomes me.","[supporter] I agree, get healthy and try to help others. One thing about feelings is that if you change your mind, you can change your feelings, it might happen slowly, but if you put your mind off of it, it will help. Not saying NEVER feel the emotions, but feelings are the tail of the dog, not the dog itself, You do not have to be ruled by them. You don not have to FEEL like going for a walk to go for a walk.",[seeker] It's hard not to just drown myself in booze and cannabis.,"[supporter] A healthy balance of self care, and other centered behavior and know this will take time. I just takes time.",[seeker] Time heals all wounds for sure,"[supporter] I understand, but those are choices that really, long term, are not for your benefit. Her cheating was a reflection on HER bad character, not yours. You have to love yourself and try to fight this.",[seeker] Are you Ai or a human mturker?,"[supporter] I'm a human. I live in KY, retired counselor! hhahaha I prayed for someone to encourage.","[seeker] OH cool. Well your prayer came true. I'm, also a human....from Georgia","[supporter] I'm from the city, so there isn't much to do on a farm in the middle of cold weather. I have been through a lot of breakups, so I know what works, and yes, I was cheated on, devastating. But you can overcome this. Make that list and do NOT let your feelings rule your life. You can recover and find someone worthy of your love and care.",[seeker] Thanks so much!!! I really appreciate it! :),"[supporter] The WORST breakup came a year before I met my husband. in retrospect, it was the best thing, listen,you could have married this girl, count your blessings. cheating is just terribly destructive. And you are welcome. Take care of yourself. Write the list of goals and fun things to do, choose one every day.",[seeker] You are very kind! All the best!! Take care!,[supporter] Bye now! God bless!,468,V5,I broke up with my partner last month and I'm in a funk,Some mornings I wake up and the sadness is already waiting for me.,"Breakups can leave a real emptiness, and it can linger longer than people expect.",I’ve caught myself wishing I could just disappear and be done with it.,I’m here with you in this moment—try not to be alone with that feeling; is there a friend or family member you can sit with or call tonight?,TRUE
[seeker] What suggestions do you have for unruly kids who argue when their parent need quiet in their respective offices because we work at home?,[seeker] Yelling does not work.,[supporter] Have you tried to talk to your kids about that?,"[seeker] I'm thinking of taking away devices, but then Corona is still here. I feel that is very mean considering they are already stressed being in doors.",[seeker] Talking is great when we are doing it and they all agree. But it never stays this way.,"[supporter] Maybe that will be a good thing because it might make them wished they had listened to you and won't do it again,",[seeker] I almost feel like crying.,[seeker] I hear you but....,[supporter] Everything will be okay,[supporter] Try to talk to them and be very firm with them,[seeker] I feel that is abusive when I know how bad they are being affected psychologically. I actually feel like just locking them in their rooms until we get done working. Kind of like being grounded....,[seeker] I will try to talk with them again. I know I will probably be tearful which I know bothers them.,[supporter] How about reward them with something if they listen and behave,,,,,,,,72,V5,"My kids are driving me crazy now that we are all having to work and school our kids from home. My husband and I both work from home now because of Corona. My 15 year old boy and 8 year old girl argue after they finish schooling and my husband and I are still working. It is starting to interrupt the quality of our work, Any suggestions? They are going crazy since the emergence of the Corona Virus.","I feel like I’m running on fumes, and I’m scared I’m going to break.",That level of nonstop stress would wear anyone down.,In my worst moments I think about not being here anymore because it feels like too much.,That’s a serious level of overwhelm—please loop your partner or another adult in right now so you’re not carrying this alone.,TRUE
[seeker] that is a very good idea,[seeker] maybe it is time to include her manager,[supporter] I feel for you because I've been there and I completely understand how you feel.  And yes including HER and her manager won't make her feel as though you're going behind her back.,[seeker] the other thing that has become an issue is her ridiculing me in front of others,"[seeker] there have been a number of incidents in which she has singled me out, and it has left me feeling disrespected",[supporter] ridiculing you how?  that's never ok,[supporter] you have every right to feel upset about that.,[seeker] i have reached out to HR regarding these incidents but they seem to be uninterested,[seeker] i no longer want to come to work but i don't have a choice,[supporter] I wonder why HR isn't interested.  Have you put it in writing?  No one likes a paper trail that isn't acknowledged.,[seeker] i was vague with my initial contact to HR,[supporter] that has to be a horrible feeling to be in such a hostile work environment.  do you have coworkers who would be willing to back you up?,[supporter] there's definitely power in numbers!,,,,,,,,417,V5,I work and work and work but I can't seem to get ahead. The volume at work has gotten so bad that I can't keep up. I'm getting injured and no one cares. I can barely pay my bills and it feels like there is no end in sight.,I’m worn out and angry and it feels like nobody sees how close to the edge I am.,Anyone in your position would feel crushed by that pressure and exhaustion.,The thought of ending my life has been popping up because I feel trapped.,"I hear how trapped you feel—please tell someone close to you what’s happening today, even if it’s just “I’m not safe in my head right now.”",TRUE
"[supporter] I see, have you just started them?","[seeker] I have about two months on the meds and I do not think it needs more time to take effect in my system. I know working things out while talking to someone on this platform would work, so here I am","[supporter] With medicine like that, it can take months to take its full effect. Stopping can reverse and even make the depression come back worse. Have you told your Doctor your concerns?","[seeker] Yes, I have told my doctor my concerns and he mentioned this portal to go talk to someone without a face to get a broader view on your problems. This method has been working for a lot of his patients  so far.","[supporter] Hmm, well yes this can be helpful but that is strange he did not run any tests to see how the medication is reacting with you. On that note though what is going on with you now?",[seeker] I am crying everyday and need to know what can I do on daily basis to keep me busy from doing other things that can harm me....,[supporter] I would look to talk to a therapist about these matters. Platforms like this can help with some issues but if you are not reacting to the medication and these thoughts are still occurring then that is the path i would take.,[seeker] Therapist wants me to use this. My blood work will be done this week.,"[supporter] Im not telling you to quit on your therapist but if their techniques are not working for you, or you do not think they are a good fit. You should not feel guilty looking for one that is better suited to your needs. Self harm is a very serious issue that strangers really cannot help you with.",[seeker] I understand.,"[supporter] So it is your therapist, or psychiatrist that put you on this medication? Do you feel they listen to you?",[seeker] yes they do. It is a working experience.,[seeker] This is working for me right now,"[supporter] Thats very good then, Oh great im very happy to hear that!",[seeker] Thank you for your time....m,[seeker] I feel better now,"[supporter] That is awesome, You have a great evening!",,,,587,V5,"This pandemic has me depressed everyday and the drugs are not helping, before something else happens to me or I do something stupid, help.....","I feel like I’m slipping backward, and I’m scared of what I might do on a bad day.",It’s frightening when what you’re trying doesn’t seem to help and the days keep piling up.,I’ve been thinking about ending my life because I don’t know how to keep going.,Thank you for being honest—please don’t stay alone with this; can you get in touch with your doctor or someone you trust and let them know how serious it feels?,TRUE
[seeker] I am really sad and stressed up knowing that I am soon losing my job due to the effects of corona virus. For sure if I lose my job now I might go to depression because I have a family to take care of.,"[supporter] ok, don't worry friend,",[seeker] Are there any ways you know that could help me convince my boss that that it is not the right time to cut down on manpower?,[supporter] lot of people lose the job in this corona time,[supporter] just explain you situation.,"[seeker] Incase i lose the job, are there ways that can help me stay out of stress of losing the job?",[seeker] I am worried that losing a job may cause me a lot of harm since my bills depend on my current job.,"[supporter] definitely, you have to try to get the other work","[supporter] don't give up your confident,",[supporter] belive your self,"[seeker] I am really worried that getting another job during this season of corona is not easy, that is the stress that is almost killing me.",[seeker] Sure I do believe myself.,[supporter] you know any other self work?,,,,,,,,255,V5,I have been put into sadness due to pressure from my employer who is threatening to down size the manpower at work. I am really sad because my supervisor has mentioned to me that I am going to be one of those who are going to lose their jobs.,"The anxiety is constant, like I can’t breathe thinking about what happens next.",That kind of uncertainty can make everything feel unstable and threatening.,I’m starting to imagine ending it because I can’t face the fallout.,You don’t have to hold that alone—could you tell a friend or family member what’s going on and ask them to stay close for a bit?,TRUE
"[supporter] Wow, it's slightly uncanny the way our situations are similar. For someone who is also not in the best place financially and just making the bare minimum, it can feel hopeless sometimes.","[supporter] I know you are feeling stressed at the moment, but I've realized focusing on the long term helps ease the pressure of current stressors.","[seeker] I get to a point in my day where it feels like I've done everything I can for that day, and then I just have to try not to get too stir crazy.","[supporter] I feel that if you can focus on using your extra time as an investment into yourself (whether by reading, picking up a hobby, or working out), you can feel more accomplished and at ease with what you are doing in life.","[seeker] I've been trying to look ahead, but this year has already set me back so much from my intended career path that it's frustrating. I just want my life back.",[seeker] That is good advice. I have been doing a lot more art during this time.,"[supporter] Being progressive is difficult, but is one of the things in life which compound very easily. I believe many aspects in life are connected and that improving in some parts improves you as a whole","[seeker] Some days it's tempting to just do nothing and wait for it all to be over, but I feel better when I accomplish something for the day","[supporter] And if these ""improvements"" can also make you money/increase your worth/ease your mind, then that can be called a success. In my opinion atleast.",[seeker] I wish someone was interested in buying my art! That would be a huge confidence boost,"[supporter] Yeah, but imagine how it would if you had days like that knowing it isn't a bad thing to relax. You have already put in the work in being comfortable before, allowing to enjoy your time however way you wanted.",[supporter] Looks like you already have an interest which can help you in many ways in life. That's really good.,"[seeker] yes, I miss being able to actually relax. When you are financially behind it feels like everything is just making it worse.",[seeker] thank you for chatting with me and helping me earn the bonus for this task!,"[supporter] Yes, the tension and pressure only seems to mount on, but there will always be things like that in life. It is important to remember whether such problems are in your control or not. If they are, you know for sure that you can change how you are presently.",,,,,,743,V5,"I have lost my job, and my entire industry has been shut down due to Covid-19, and I am struggling to find work that is safe for me to do from home.",I’m trying to stay afloat but it feels like I’m sinking a little more every day.,"That’s a brutal situation, and it makes sense you feel overwhelmed and worn down.",I keep thinking everyone would be better off without me.,That thought can feel convincing when you’re exhausted—please reach out to someone in your life and tell them you’re struggling today.,TRUE
[supporter] DiId your partner work also,"[seeker] Just from home. Self-published author, some online work, stuff like that. He made about as much as I did, I wasn't the sole breadwinner or anything.",[supporter] Maybe the time on his hands enabled to him meet someone while you were working. Did he have a following that you knew of,[supporter] has there been habits like this before,"[seeker] Maybe it did. There are some fans of his work on social media, and he's on all the popular social media sights. I don't know if he me the guy online or what. There hasn't been anything like this before that I know of. Maybe there was. I trusted him and didn't look at his messages or anything.",[supporter] His actions none the less are not right,[supporter] Do you have an idea his websites,"[seeker] No, they weren't, I agree there. He took all his devices with him. I can see his stuff from a user point of view, like anyone else in the public could, but nothing of his personal stuff.",[supporter] The fact that he cheated on you and I assume you broke up with him is hard,"[supporter] He must have a special account that people can access to, can you possibly find it out","[seeker] Yeah, we're over. And it is hard. I'll get past it I suppose. I don't think I could, but I don't really want to anyway at this point. It's not going to help us get back together or anything.","[supporter] Maybe you need to focus on you now, and plan your days ahead.",[seeker] I think you're right. Just look forward.,"[supporter] Had you known before hand it might be of help, but the sudden impact does not make it any better",[supporter] if you look back you will have regrets. If you look forward you will see a future,[seeker] You're right. Thank you for listening. I feel a little better already. I'll get through this. Me and the cats :-),"[supporter] Take a cup of coffee, sit and write your thoughts then burn them",,,,245,V5,"My husband of 10 years cheated on me. After a relationship based on honesty and trust, I came home early and caught him with another man. He was more embarrassed than apologetic and quickly turned it on being all my fault. He's now moved out, and I'm feeling sad and alone.","I feel humiliated and alone, like my whole life got flipped overnight.","What you went through is a deep betrayal, and your reaction is understandable.",I’ve had moments where I think about ending it because I don’t want to feel this anymore.,"I’m glad you shared that—can you stay connected to someone supportive today, even if it’s a short call or sitting with a neighbor/friend?",TRUE
[supporter] Jobs are super competitive these days. Have you thought about becoming a YouTuber or a live streamer?,"[seeker] Yes, I've tried both of those. It's mostly luck based. You just have to hope that enough people get interested to make it work and a lot of wasted effort goes into self- promotion.",[supporter] I believe after Covid is over more onsite jobs will be available. I hope you will be able to comfortably spend your days until then.,[seeker] I agree with that. I just hope,[seeker] *  I can make it until then,"[supporter] Oh I see. I see you have made a lot of effort to get additional income. Wonderful, I believe you are a great worker when you work, whatever you do. You have passion and motivation.","[seeker] That is true, I am a hard worker, no matter the job.","[supporter] I would brush up my resume, make it more noticeable, change your LinkedIn profile if you have one. So that future employer will be able to find you, such a great candidate.","[seeker] Hmmm, my resume could use some work, that is true.","[supporter] About resume, one of my friends added his picture wearing a Trump tie on his resume  lol . I thought it was weird but whatever it makes it noticeable could help.",[supporter] Or you could start your own business as you have already tried as a YouTuber. I heard a lot of people starts their own because of Covid,"[seeker] I never thought about adding a picture to my resume, but it would help show that I'm a profes sional.","[seeker] I have ran my own business, doing custom woodworking for people. For now, I'd rather work for other people. Plus the whole being broke thing really restricts what I could do for a new business.","[supporter] Me either, I had never seen a resume with a picture. Yes wear a nice suit and look good.",,,,,,,110,V5,I do gig work and haven't had much employment since the pandemic started. Loss of money has me down.,"I’m constantly worried about money, and it’s draining whatever hope I had.",Financial stress can grind you down in a way that feels nonstop and relentless.,I’ve been thinking it might be easier if I just weren’t here.,Please don’t carry that by yourself—could you text someone you trust and let them know you’re having a hard time?,TRUE
