prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed
[seeker] Good afternoon,[seeker] I am not good at all,[supporter] I seems like you are not feeling well. Am I correct?,"[seeker] Not about feeling well, it is about layoff from my job",[supporter] Sorry to hear about it. Due to COVID most of us are trap with certain problem,[seeker] It very serious here in my company firstly it was cut off and now it is layoff,[supporter] It's really hard time but we should keep hopes. It will end soon,[seeker] Seriously! What I am scare of now is how to secure now job,[supporter] I can understand it could be a hard time for you. You try to keep working on your skill. For sure you will find a way,"[seeker] I pray it works for me, I don't even dream about this at all I don't believed it can happen to me",[supporter] I felt the same way when 50% people were laid off from my previous company.  Situation was really stressful all around. I was trying to stay positive and kept working.,"[supporter] I know sometime its hard to believe what happen with us suddenly, At that time we should keep moving and try to find a way.",,,,,,,,,16,V3,Fear of layoff from job,"As talk of layoffs increases, I’m feeling the urgency to improve my application materials. I’m caught between investing time in making my resume stand out and sharpening my interview skills.",Preparing for potential transitions often involves juggling different forms of readiness. It makes sense that trying to cover every angle at once would feel overwhelming.,"Because I don’t have unlimited time, I need to settle on what to focus on first. Should I finalize my resume immediately, or shift my energy toward interview practice?","One path emphasizes presentation and positioning, while the other centers on performance and confidence. Under pressure, distinguishing between those priorities can feel difficult.",TRUE
[seeker] I woke up this morning and I felt so sad and upset I cannot shake the feeling and its made me want to do nothing all day,[supporter] I know I have had days like that when things seem hopeless but things always get better!,[seeker] Yeah it just doesnt really feel like that right now,[seeker] I have so much homework and chores to get done and I just dont have the energy to do it,[supporter] I know it can be overwhelming when you have so much to do but I am confident you can overcome this!,[seeker] Yeah im really hoping I can,[seeker] Im just feeling hopeless right now is all,[seeker] Hopefully it will all be better soon,[supporter] Have you ever considered trying to get a planner in order to schedule your time? I really think this would help you feel less stressed.,[seeker] Yeah I would love that I just dont have a ton of money right now but maybe I can ask my friend to buy me one for time time being and I could pay her back,"[supporter] That sounds like a great idea, having a friend like that really puts a positive spin on things. You could also consider the dollar tree, they have planners for only a dollar.",[seeker] Oh thats true maybe I can walk their tomorrow,[seeker] It would give me something to look forward too,"[supporter] I think that would be great idea, exercise and fresh air normally helps me when I have been in a bad mood.",[seeker] Yeah I completely agree I think going there tomorrow will actually really help,[seeker] Is there anything else you want to talk about?,[supporter] I am so glad I was able to help you come to a solution! You will be back on track before you know it. I use a planner myself and this is the only way I am able to keep everything done!,,,,349,V3,I just woke up and felt sad and I cannot shake the feeling and I just want to cry and never leave bed,"With both homework and chores piling up, I feel completely drained. I know everything needs to be done before the weekend, but I’m stuck trying to figure out where to begin.","When responsibilities accumulate at once, even deciding where to start can feel exhausting. It makes sense that your energy feels stretched thin.","Since I need to choose by tomorrow, I keep wondering whether I should focus on finishing my math homework first or clean my room. I don’t know how to prioritize.","Homework might represent meeting academic expectations, while cleaning could symbolize restoring order in your space. Under time pressure, weighing those priorities can feel heavier than either task alone.",TRUE
[seeker] It's like everyday is the same and I can't go out to refresh my mind or have a change of pace such as going to the gym or go out for a run,"[seeker] whereas before the pandemic, I can switch gears that way and come back refreshed",[seeker] like going out to the movies and coming back with renewed enthusiasm,"[supporter] Yea i have been missing the gym myself. Now i lookup youtube videos of workouts and do them, and it really helps to get me going in the day.",[supporter] Do you ever listen to music while you are trying to get work done? When i do that it tends to help time go faster and i get more done.,[seeker] I see. Yeah it's good to have a routine and good way to resume life as usual.,[seeker] sometimes I listen to music but I find it hard to read and absorb and listen to music. But I do listen to music sometimes when I am on assignments.,[seeker] I also tend to drink coffee to focus my mind better. It does help.,"[seeker] And I know I can pass the courses and on time but just that I am disappointed at my performance and work ethics as I know I have done much better before. So I am missing that sense of  urgency, conscientiousness, and maturity. ,","[supporter] maybe find a nice meditation song to help relax you, i find when i am doing something finding a song with no words is better so i am able to concentrate.",[seeker] I see. That's a good idea.,"[seeker] I was also thinking I should have a regular workout routine at home again because I used to work out much more daily, even at home.",[supporter] It sounds like you are a very smart person and are able to acknowledge when you need to work harder on something. Don't be to hard on yourself this pandemic is affecting everyone,[seeker] working out does help me focus and be productive.,"[seeker] Thank you and I do agree with you on the pandemic. But this is a part of my mistake too but I think coming away from our conversation, I am more optimistic now having talked to someone about it.","[supporter] Yes i would imagine that would help to, i found that before i started working out at home i was beginning to feel lazy and not getting anything done, but that has all changed now.",[seeker] I see. Hopefully your routines are much better and more productive now.,[supporter] Aww well try not to be to hard on yourself. Set some daily goals and i bet you will be back to feeling normal in no time. I am glad talking has helped!,,,856,V3,impending academic deadlines,"As this week unfolds, I’m feeling pulled between wrapping up my economics assignment and investing time in my history project. Both seem important, and I’m unsure which one should take precedence.",Balancing short-term completion with long-term preparation can create a subtle internal conflict. It makes sense that having more than one looming task would heighten that tension.,"Because I can’t delay much longer, I need to settle on one direction by tomorrow. Do I focus on finalizing the economics paper, or begin the history work?","One option centers on finishing what’s already in progress, while the other emphasizes getting ahead. With limited time, that contrast may feel sharper than usual.",TRUE
[supporter] can you share me some happy memories which made you smile,[supporter] can you share me some happy memories which made you smile,"[seeker] Sure, I love going to the movies! How about you!",[supporter] it's okay. i can understand.,[supporter] yeah me too. i love movies and traveling.,[seeker] Are you American?,[supporter] I love traveling to new places.,[seeker] Yes traveling is what we are made to do as humans!,"[supporter] yes, i am an american.what about you",[seeker] Same,"[supporter] well, just think of some happy memories and try to spend time with people who value you the most.","[seeker] Yes, thank you for the great advice!","[seeker] Like Thanksgiving, I hope you have wonderful memories with your friends and family next week.","[supporter] oh, thats nice of you.thank you",[seeker] You are very welcomed!,[supporter] you too!,,,,,821,V3,I really like this man. He was attractive and spoiled me. I thought it was going to work out. Then I found out from another friend he found another woman to have sex with. It hurt me a lot!,"As I think about him possibly seeing someone else, I keep questioning whether I should confront him about it or let it go and focus on moving forward. I’m worried that if I don’t address it soon, I’ll miss the chance for closure.","When uncertainty and hurt overlap, the desire for clarity can feel just as strong as the instinct to protect yourself. It’s understandable that both impulses are present at the same time.","Since I feel like I need to decide by tomorrow, I’m torn. Should I ask him directly about it and risk what I might hear, or avoid the conversation and concentrate on healing?","Initiating that conversation could represent seeking answers, while stepping away might symbolize prioritizing your emotional recovery. With a tight timeline, that contrast may feel especially intense.",TRUE
[supporter] Can I help you,[seeker] I'm worried that my job is in jeopardy. I've been really anxious these past few days.,[supporter] It is actually good. Why you are feeling,"[seeker] My boss has been talking about money problems at the company. In the past few months, employees have been let go because of budget problems.",[supporter] So it should not impact you. Don't worry at all.,"[seeker] I dunno. I think maybe it'll be my turn soon. Other people better than me, who have been there longer have gotten the chop.",[supporter] You should not listen your co-worker. Just listen your heart. Do your best.,"[seeker] I have been trying to do my best, but I don't think it's good enough. The company is running out of money because of the pandemic.",[supporter] Start searching job meanwhile. Don't get panic. You have still lot of time. Be very patience.,[seeker] I've looked for a job. There doesn't seem to be much out there. Everybody else is looking too! The competition is fierce.,"[supporter] I can understand. It happened with my sister too. She was also panicking like you, but I told her to apply and give interview. Still it is in process.",[seeker] I'll keep applying. I've been drinking a lot to deal with my anxiety.,[supporter] I can assure you don't worry at all. Keep yourself busy  with friends. Go out with them and keep yourself busy. You will be fine soon,,,,,,,,1189,V3,I'm worried that my job is in jeopardy.,"With the uncertainty at work lately, I’ve been feeling increasingly anxious about what might happen. I have rent and family expenses to cover, and the thought of losing my job by the end of the month feels overwhelming.","When financial responsibility and job insecurity overlap, the pressure can feel constant and heavy. It makes sense that the possibility of instability would weigh on you deeply.","Since I don’t have much time before the end of the month, I feel like I need to decide whether to stay and hope things stabilize or start searching for something new right away.","Remaining might represent holding onto familiarity and potential stability, while looking elsewhere could feel like taking proactive control. With bills and family needs involved, that decision naturally carries significant emotional weight.",TRUE
"[seeker] That is really helpful advice. I think part of my problem is that I still think I can control every detail and need to learn to let things happen once the ball is in motion. For an exam, I want to do so well because so much is riding on it and that freezes me into trying to control for all outcomes... when really, I can only control myself.","[supporter] You are right, I also want to be in control of my life. However, as I grow older, I realize that is impossible. Whenever you feel stressed over life issues, I would recommend taking a walk in the park or anywhere with a lot of trees to clear you mind",[seeker] I will definitely arrive early to the test center and walk the campus before going in. Get enough to eat beforehand and bring my snacks so I can focus just on the exam. I'm writing all of this down so I don't forget. It is a shame we can't save the chat.,"[seeker] Thank you for being my peer-supporter, today. You have been a huge help!","[supporter] sounds like a great plan, i believe you will do well",[supporter] Is there anything I can help you with?,[seeker] Do you have any ideas on what I should about sanitizing my workstation at the exam center? I will be around other people and someone will have used my computer before me. I don't think they are cleaning the stations before the next user.,"[supporter] Buy some alcohol wipe, you can find it at the grocery store, make sure to come in early enough to do that","[seeker] Alright. I think the proctors will allow it as long as I don't have a bulky bag with me. Maybe some I can just slip into my pocket. Anything too fussy might be cause for them thinking I am bringing answers in with me. I don't have much else to ask about, these were my main concerns.",[supporter] I believe they sell individual packs of 10 wipes too.Good lick with your exam!~,"[seeker] Thanks to your help, I believe I will do well next week. :)","[seeker] Maybe you should be a counselor, if you aren't already. :)","[supporter] I would love to do that, I like talking with people and listen to their stories",,,,,,,,948,V3,About to take a licensure exam for my field. I get 1 try a year to pass at a 90% rate. I deal with a lot of test anxiety and the current COVID-19 crisis has amplified my worries. How can I put myself at ease in the testing center and ace this exam?,"With exams approaching and assignments due this week, I feel increasingly conflicted about how to allocate my time. If I focus too heavily on studying, I’m afraid my coursework will fall behind, but if I don’t study enough, I risk underperforming on the exam.","When preparation and deadlines compete for attention, it can create a constant sense of internal pressure. It’s understandable that you feel caught between maintaining steady progress and aiming for exam success.","Since I need to settle on a plan by tomorrow, I’m debating whether to dedicate the entire day to studying or divide my time between exam prep and completing assignments.","Focusing solely on studying might represent prioritizing performance on a major milestone, while splitting your time could reflect maintaining balance across responsibilities. Under time pressure, that distinction can feel especially significant.",TRUE
"[supporter] Hello there, how is life treating you today?","[seeker] terrible, i got dumped. the other day. im alone during a pandemic.",[supporter] Your partner has left you? I am very sorry to hear that. How long were you together for?,[seeker] 7 years,[supporter] Wow that is a really long time. I can understand why you are feeling so lousy. Is there any chance of reconciliation?,[seeker] probably not. or at least i dont see that happening in the near future,[seeker] they cheated on me,[supporter] I remember when my partner left me after eight years I felt that I was never going to get over it. I was angry and miserable for a very long time.,"[seeker] thats what im expecting to be. oh well, at least with the year we have all had i can just add this to the pile.",[supporter] Yes it has been a really terrible year for all of us. I am so sorry that this happened to you on top of everything else!,[supporter] I know how bad it feels but I can promise you that it will fade after time.,"[seeker] thanks, its been tough. i still have my dog at least.",[supporter] Ah dogs are absolutely wonderful companions aren't they? Especially when the world is so isolated right now,,,,,,,,287,V3,my girlfriend dumped me. sad.,"Since the breakup, I’ve been trying to figure out what makes the most sense for my living situation. My lease is ending soon, and I’m torn between moving back in with my parents for support or finding a place of my own.","When emotional transitions and practical decisions overlap, it can make everything feel amplified. It’s understandable that housing choices would feel heavier in the context of a recent breakup.","Because I need to decide by the end of this week, I keep weighing the options. Staying with my parents might feel safer, but living on my own could help me rebuild independence. I’m not sure which direction to take.","Moving home might represent comfort and stability, while living independently could symbolize renewal and self-reliance. With a deadline approaching, that contrast may feel even more significant.",TRUE
[supporter] It sucks it happens so close to the holidays. I understand it's hard to accept but I 'd recommend talking with someone close to you like a friend and family member,"[seeker] I know, with all the other crap going on now everyone else has their own problems they don't want to hear mine.","[supporter] I'm sure someone will be there for you, they know you need them the most right now","[supporter] If you don't feel comfortable talking to them, you can seek online therapist. There are a lot of free service for mental car.",[seeker] They're busy with other people's problems. I'll deal with it.,"[supporter] It's not gonna be easy, but at the same time not impossible. Try looking at it a different way. You can use this time to train your skills or do things that you've wanted to but didn't have the time",[seeker] I wanted to travel but that's not a good idea right now.,[supporter] You can still travel domestically or just around your city. I like taking a walk in the park or wandering downtown to clear my mind.,[seeker] I live in a small town and were are suppose to self quarantine unless we have to leave the house for work or go to the store.,[supporter] that really sucks. Do you have a garden at home?,"[supporter] In the mean time, try following youtube or other channels to work out, it helps you distract from current issue and also makes you healthier. A healthy body is needed for a healthy mind","[seeker] I did, everything is gone now. .",[supporter] what have you been doing lately?,[seeker] I do like to cook. I'll probable do more of that now.,"[supporter] that's a great idea, cooking and doing crafts can be helpful for you","[supporter] Instead of complaining with others, you can just invite them to join cooking with you, that way you can have companion.",[seeker] That is a good idea but nobody is suppose to go to other peoples houses.,[supporter] you can do video chat while cooking. I do virtual happy hour with my friends right now too,,,828,V3,I just lost my job and I know it won't be easy to find another good one and everyone will think I'm a failure.,"As bills approach and income has stopped, I’m feeling uncertain about how to respond. Part of me thinks I should rely on my savings, but another part worries about depleting them without securing new income.",Moments of financial transition often create tension between immediate action and long-term planning. It makes sense that both caution and urgency are present in your thinking.,"Since I can’t delay much longer, I need to choose by the end of the week. Should I pay what’s due now, or focus first on finding temporary work to stabilize things?","Addressing bills directly may feel like reducing present pressure, while job searching could feel like addressing the root cause. Deciding between those priorities under a deadline can feel overwhelming.",TRUE
[supporter] Good evening.,[seeker] Good evening,"[supporter] So just so I understand, the holiday season is making you feel alone and isolated.",[seeker] Yes as well as the virus,[seeker] Are we out of time,[supporter] Is there anything in particular about the holidays that is bothering  you?,[seeker] Just no family around,"[supporter] I am also far away from my family for the holidays, so I know how hard that is",[seeker] The virus this year does not help.,[supporter] Not at all,[seeker] ARe you affected by the virus,[supporter] Have you thought about setting up some video calls with your family during the holidays? I know a lot of people are doing that so they can feel closer to the family during these tough times/,,,,,,,,,421,V3,Basically the loneliness of the season and being forced to seclude because of the virus.,"With the holidays getting closer, I’ve been unsure whether I should arrange a video call with my family this week or wait until after Christmas. I worry that if I don’t reach out now, I might miss a meaningful moment.","Holidays can amplify the importance of connection, making timing feel especially significant. It’s understandable that you would feel torn between acting now and waiting for a moment that feels more certain.","Since I feel like I need to decide by tomorrow, I’m stuck. Should I try to schedule a call right away, or hold off and see how I feel closer to Christmas?","Reaching out sooner might represent initiative and presence, while waiting could reflect giving yourself space to gauge your emotions. With the season carrying extra meaning, that decision can feel heavier than usual.",TRUE
[seeker] I have my family .. they live about an hour away but they are very good listeners,"[supporter] Waiting for the time to pass is like torture sometimes, I know",[supporter] I am happy you have more support,[supporter] Do you have a car or a way to get there if you wanted to?,[seeker] I think the hardest thing that I am going to have to surpass is being able to trust again.,[supporter] well the fact that you recognize that is a big deal,[seeker] I personally do not own a vehicle of my own. It is one that belongs to my partner. I am trying to save up to get my own,[supporter] Accepting the truth is the hardest,[supporter] That is great you have started saving,"[seeker] I figured if I don't, I would probably have a hard time getting over it you know?","[supporter] there are many new money saving APP's out there, some make it easy to achieve a goal, maybe that is something you could check out?",[seeker] Yeah.. but how does one go about gaining back the trust of others or getting themselves to that state of mind where they are comfortable with it again?,[supporter] I understand what you are saying,[seeker] Yes for sure. I am going to look up some apps. thank you for that,[supporter] Opening themselves up to the opportunity to be hurt again.....,,,,,,1066,V3,"The person who I thought was my best friend and who is God mother to my child, stabbed me in the back. She knew that I was in an emotionally abuse relationship yet she disclosed information to my partner that could have cost me my life or put my life at risk.",The situation with my best friend has been weighing on me heavily. I’m torn between confronting her about what feels like a betrayal or cutting her off entirely. It’s complicated because any decision could ripple into my family dynamics.,"When trust feels broken, it can create a deep internal conflict between seeking resolution and protecting yourself. The added layer of family implications likely makes the decision feel even more complex.","I can’t keep sitting with this tension much longer. Should I address what happened directly, or step back and distance myself from her?","Confronting her might represent clarity and accountability, while distancing yourself could symbolize self-preservation and boundary setting. With relationships interconnected, that contrast can feel especially significant.",TRUE
"[supporter] but there is other income, im not sure it would support me otherwise. Are there other lines of work you could look into?",[seeker] I get what you mean about other lines of work. I'm trained as an academic research associate and had to spend a few months last year working in an Amazon warehouse. I feel like I've wasted enough time outside of aimed-for career to go back to doing manual labour.,[seeker] *this year even..,"[supporter] well the title sounds legit, lol, but yes i see and understand. Did you do the trainging in the warehouse for the research job?","[seeker] No, completely unrelated jobs. It was more of a ""really need a job right now"" situation, and they were hiring quite unassumingly.",[supporter] oh i see.,"[supporter] If this odd job tasks site exists maybe there a more related oppurtunites to get into that pay more. Or really, the green field is a good one to get into right now I think like solar companies and such. They are going to become more prevalent soon.",[seeker] Are you working in such a role? I doubt my qualifications translate THAT well haha,"[supporter] I make a good case right so you might think I was but no, I am not I only wish to be. I wish to be much more than I am but ya know I work with what I can find to do. Id savd the world every day if zi could knowing my efforts were toowrads a good cause.","[supporter] I always tell my other half, they might just take a chance and hire out of their skill zone if you have drive and interest in the field.",[seeker] I do like that idea. I might actually go and give that a shot and see what happens.,"[supporter] as we were told growing up the worst they could say is no,","[seeker] True, but a lot of no's can take a toll on one's psyche",[supporter] yes for sure dont go on like that for too long.,"[supporter] any who my computer is going to die i want to finish befoe it does, it that ok?",,,,,,112,V3,End of job contract,"With two job offers in front of me, I feel pulled in different directions. The non-profit role aligns more closely with my interests in education, but the corporate position offers significantly higher pay. Since the corporate employer expects an answer by the end of the week, I feel pressured to decide.","When personal fulfillment and financial reward point toward different paths, the decision can feel especially layered. It’s understandable that the approaching deadline intensifies that tension.","I’m worried about making the wrong choice. If I choose meaning over money, I might regret the financial sacrifice. But if I choose the higher salary, I’m afraid I’ll feel unfulfilled later. What should I do?","One option seems to represent alignment with purpose, while the other reflects security and tangible reward. Under time pressure, distinguishing which value carries more weight can feel overwhelming.",TRUE
[supporter] Finals can be so stressful. Have you been studying?,"[seeker] I keep trying, but it seems my nervousness from wanting to do well is clouding my mind and making it hard to study","[supporter] I can imagine. When i was in school , i had the same thing happen to me. I was so sterssed, it led to me nto being able to focus.",[supporter] What really helped me was practicing mindfulness.,[supporter] Are there any exercies that you like doing?,[seeker] I like to lift weights for gaining muscle mass. Usually pushups are my favorite bodyweight exercise,[supporter] Have you made time to do that latey?,"[seeker] I havent really no, should I?","[supporter] Definitely, exercise is a really good way to de-stress. It releases endorphins which can calm you and make you happy. This is a great way to reset before studying.","[seeker] That is a good tip, I should really start working on that more. What could I do to help me study more efficiently though?","[supporter] HAve you tried setting small study goals? That always helps me. I set a hour for one small topic at a time , it makes studying less overwhelming.","[seeker] Okay, so If i have 6 finals, would I be able to study for all by studying less?",[supporter] Not necessarily studying less but break the 6 finals into smaller tasks. Use index cards to organize yourself. I alwyas start with an outline of topics i need to cover then put them onto index cards.,"[seeker] I really like that, I should definitly start doing that. How about work school balance, I currently work and am enrolled full time. Should I request time off to prep for finals or what should I do?",[supporter] That's up to you. WIll your employer be accommodating about taking a day or two off? You want to make sure to not lose your job.,,,,,,547,V3,"I have 6 finals that are coming up soon, and i need to do well in order to have a good GPA for medical school","As finals approach, I’m struggling to determine how to structure my time. Requesting leave could give me space to focus, but I worry about the impression it might leave at work.",Moments when responsibilities overlap often require weighing immediate preparation against longer-term security. It’s understandable that both concerns feel urgent.,"Because next week feels very close, I need clarity soon. Do I prioritize uninterrupted study time, or maintain my work schedule and adapt?","One path emphasizes concentrated effort toward exams, while the other highlights reliability in your job role. Under time pressure, choosing between those priorities can feel stressful.",TRUE
[supporter] I think I have said the same thing in a breakup so I wouldn't take that personal.,[seeker] Yeah? I suppose people just say things when they are hurt.,"[supporter] People say things they dont mean, or just say mean things to hurt because they are hurting",[supporter] lol exactly,"[supporter] I bet there is someone out there for you, you jut need to find someone whos ideas of the future line up with yours",[seeker] Thank you. Hopefully someone who doesn't fight over whether salad is valid dinner choice!,[supporter] Perhaps if you set up a dating profile have that be an intro question: is a salad a meal? you can weed people out that way!!!!,[seeker] haha yeah!,"[supporter] It sounds like you are going to be okay, and I am sure you will find someone when the time is right!",[seeker] Yeah. I think things will work out eventually.,"[seeker] Thank you, you are a really supportive listener.","[supporter] I agree, and I wish you the bet of luck!",,,,,,,,,814,V3,I have come to realize I do not love my boyfriend any more and when I told him we needed to break up he said I would never find anyone who would love me because only he had the patience for my bullshit and now I cannot even believe I ever loved him.,"Lately, I’ve been feeling pressure about what to do regarding my relationship. A friend keeps encouraging me to move on quickly, but I’m unsure whether I’m emotionally ready or if I need more time to process everything.","When outside voices influence a personal decision, it can make your own pace feel uncertain. It’s understandable that you’d feel conflicted between pushing forward and giving yourself space.","Since I need to decide by tomorrow whether to go out and try to meet new people or stay home and reflect, I feel stuck. I don’t know which direction would actually help me.","Going out might represent openness to change, while staying in could reflect honoring your need for healing. With a short timeline, that distinction can feel especially amplified.",TRUE
[seeker] I feel like I meet all the standards that are expected from me at work. I don't know what else do they want.,[seeker] Maybe it has to do with my appearance? Do they dislike me because I am obese?,[supporter] Have you tried asking your boss for a one on one talk where you can talk about ways you can improve? I did that before and I found that it was super helpful in seeing a new perspective about me.,"[supporter] And please don't think you are disliked because you are obese. I can assure you, you are beautiful.","[seeker] No, I haven't tried that. And I appreciate it, but you have no way of assuring that I am beautiful when you haven't seen me. Beautiness is relative too. Maybe I am dislikeable for my coworkers but pretty for someone else.",[seeker] Do you think my boss will react positively to your suggestion?,"[supporter] Okay, well maybe that may be a good place to start with your boss? I think it will be a great place to start. Sometimes it helps to reach out and hear other's perspective of you.",[supporter] What do you think about that suggestion? Are you hesitant about it?,[seeker] I feel like maybe I can give it a try.,[supporter] And I think everyone is beautiful. You are definitely right about beauty being relative. I personally choose to see the beauty in everything and it has made life a lot more beautiful for me.,[seeker] That's a pretty view to have about beauty.,[seeker] Keep it up : ),[supporter] That's great! How about your coworkers. Do you feel like it might be worth talking to them about what they have been doing to you?,[seeker] I honestly kind of fear them. I just want them to leave me alone.,"[supporter] I see, I understand how difficult it would feel to talk to people who have been treating you like that. :(",,,,,,231,V3,I fear that I might get fired in my job. My boss hates me. My co-workers harrass me at times.,"Lately, my interactions with my coworkers have been weighing on me. If I confront them directly, I’m afraid things might escalate, but staying silent doesn’t seem to improve anything either. I need to decide how to handle this by the end of the week.","When tension lingers in a work environment, it can create a constant sense of unease. It’s understandable that you’d feel caught between addressing the issue and avoiding further conflict.","Since I don’t have much time to figure this out, I’m debating whether to speak to them directly or bring the situation to my boss instead. I’m unsure which approach would be better.","Speaking directly might reflect a desire for clarity and ownership, while involving your boss could represent seeking structure and oversight. With workplace relationships involved, that choice can feel especially sensitive.",TRUE
[seeker] I am more depressed than ever,[supporter] Would you care to elaborate about what you're feeling sad about?,[seeker] I recently broke up with my girlfriend,"[supporter] I am sorry to hear that, that sounds difficult.",[seeker] its been very hard on me,[seeker] I've spent the last few years wit her,[supporter] How have you been coping?,"[supporter] That can be really hard, have you been able to talk to anyone about it?",[seeker] i've been trying to talk to family,[seeker] mainly my mom,[seeker] and brother,[supporter] Do you find that to be helpful?,[seeker] yes,[seeker] family is always there for me,[seeker] its only hard because I've been with my gf for so long,[seeker] and we've spent so much time during quarantine together,"[supporter] That's good, it's great to have a good support system.",,,,704,V3,I am depressed because I broke up with my girlfriend,"As I try to navigate my grief, I’m unsure how much space I should give myself before fully returning to work. I don’t want to jeopardize my job, but I also don’t want to ignore what I’m feeling.","When emotional recovery and professional expectations intersect, it can create a complex internal conflict. It makes sense that you’re weighing both healing and responsibility.","Because I need to decide soon, I’m debating whether to take time off this week or keep working and manage my grief alongside it.","Stepping back may feel like honoring your emotional needs, while continuing forward might symbolize resilience and continuity. With pressure from multiple areas, either path can feel significant.",TRUE
"[seeker] Well during the pandemic, my sister and my brother in law got a divorce and my sister needed a place to stay and she stayed with my parents and myself with her daughter (my niece)","[supporter] Im sorry for that, so added stress with her and her daughter being around?",[seeker] and my sister took advantage of my parents and I feel like she tried to use me to get my parents to give her money and when I put my foot down the whole family got into a fight and She flipped us off laughed and said we'd never get to see her daughter again,[seeker] It's hard to explain. Her daughter and I hung out every day more than anyone else in the family hung out. I watched her. She always wanted to be with me and play games and talk with me,[seeker] The day she left she drew me drawings saying 'I love you' and she told everyone she meant 'I love you' the most about me,[seeker] and I cried and had a lot of anxiety symptoms afterwards because I'm literally not allowed to talk to her and I just feel she's in a negative place,[supporter] That is really rough and im sorry that your parents are taking sides and not looking at this from the whole situation.,[supporter] So she is not there currently?,[seeker] No she is not,[seeker] My parents gave her like 5-7 thousand dollars  and my grandma is giving her money every month. But just friday I was getting her stuff ready to pick up and I found like 700 dollars of clothes with tags on them and tons of expensive makeup and creams barely used,"[seeker] I just worry a lot about my niece she is so sweet, funny, and smart and she's living with someone who makes horrible decisions",[seeker] sorry I'm talking a lot but just kinda unloading,[supporter] Well i can see you really care for your niece. It also seems like your sister is a toxic person who is using your family. It may be rough not being able to see your niece but it might be better for your own well being to have this space from her.,"[supporter] No keep going, sometimes just getting it out there helps","[seeker] Yeah, I think you are right, I am more productive and have more self esteem since she has moved out.",[seeker] But it's a tough loss.,[seeker] I do appreciate you listening,[supporter] Yea usually never anything good about loss. I am glad you are doing better now though. Hopefully she can turn herself around,,,576,V3,"Family disharmony, young niece having to witness a lot of verbal fighting.","With my niece’s birthday coming up, I’m feeling conflicted about whether I should reach out to my sister or focus solely on supporting my niece. I worry that not talking to my sister could worsen tensions, especially since I feel she’s been influencing the family dynamic.",Family situations that involve both conflict and care can create a complicated emotional landscape. It makes sense that you’d feel torn between preserving harmony and protecting yourself.,"Since the celebration is this weekend, I need to decide soon. Should I include my sister in the gathering, or keep it small and avoid potential tension?","Inviting her might represent openness and an attempt at unity, while limiting the gathering could reflect a desire for stability and emotional safety. With an important occasion approaching, that choice can feel especially weighty.",TRUE
[supporter] hello! it's nice to meet you,[seeker] Thank you you too,[supporter] What would you like to talk about today?,[seeker] How I can feel less ashamed,[seeker] My house is so disorganized I won’t let anyone co e over,[supporter] What is making you feel ashamed?,[seeker] Every single room is disarrayed,[supporter] it seems that you feel ashamed because you are feeling messy? is this correct?,[seeker] Yes,[supporter] When did this begin?,[seeker] Sorry,[seeker] It started about ten years ago,[seeker] I had emergency restroom call,[seeker] I have moved into this house almost ten years ago,[seeker] At first it was great everything was fine since it was new house but after we got settled it went down hill from that,[supporter] What do you feel like brought you into this situation?,,,,,700,V3,I am overwhelmed with housework and I’m ashamed of the house,"With my family visiting this weekend, I feel overwhelmed by everything that needs to be done around the house. I’m exhausted from work during the week, and I’m unsure whether I should take a day off to clean or simply accept things as they are.","When expectations for hosting overlap with work fatigue, the pressure can feel amplified. It’s understandable that you’re feeling torn between rest and responsibility.","Since they’ll be here soon, I need to make a decision quickly. Should I request time off to prepare the house, or let it be and possibly involve them in helping?","Taking time off might represent control and readiness, while keeping your schedule could reflect conserving energy and setting realistic limits. With a deadline approaching, that trade-off can feel especially heavy.",TRUE
